mes_ano_numerico;unidade_orcamentaria_codigo;unidade_orcamentaria_nome;classificacao_receita_formatado;origem_receita_codigo;origem_receita_descricao;unnamed_6;categoria_receita_codigo;categoria_receita_descricao;especie_receita_codigo;especie_receita_descricao;unnamed_11;tipo_receita_codigo;tipo_receita_descricao;unnamed_14;item_receita_codigo;item_receita_descricao;unnamed_17;subitem_receita_codigo;subitem_receita_descricao;unnamed_20;nivel_1_desdobramento_codigo;nivel_1_desdobramento_descricao;unnamed_23;nivel_2_desdobramento_codigo;nivel_2_desdobramento_descricao;unnamed_26;nivel_3_desdobramento_codigo;nivel_3_desdobramento_descricao;unnamed_29;valor_previsto_inicial;valor_previsto_atualizado;valor_contabilizado
10/2025;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;1329.99.0.1.02.000;3;RECEITA PATRIMONIAL;;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;;1;OUTROS VALORES MOBILIARIOS - PRINCIPAL;;2;OUTROS VALORES MOBILIARIOS - PRINC. - FUNDOS DE INVESTIMENTO;;0;OUTROS VALORES MOBILIARIOS - PRINC. - FUNDOS DE INVESTIMENTO;;9;OUTROS VALORES MOBILIARIOS;;99;OUTROS VALORES MOBILIARIOS;;0;OUTROS VALORES MOBILIARIOS;;0;0;4157739,22
10/2025;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;1611.01.0.1.99.001;6;RECEITA DE SERVICOS;;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;1;SERVICOS ADM. COMERC. GER. - PRINCIPAL;;99;SERVICOS ADM. COMERC. GER. - PRINC. - DEMAIS;;1;SERVICOS ADM. COMERC. GER. - PRINC. - DEMAIS - SERVICOS ADMINISTRATIVOS;;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;0;0;111488,45
10/2025;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;1631.99.0.1.05.001;6;RECEITA DE SERVICOS;;1;RECEITAS CORRENTES;3;SERVICOS E ATIVIDADES REFERENTES A SAUDE;;1;OUTROS SERV. ATEND. SAUDE - PRINCIPAL;;5;OUTROS SERV. ATEND. SAUDE - PRINC. - COPARTICIPACAO DOS SEGURADOS;;1;OUTROS SERV. ATEND. SAUDE - PRINC. - COPARTICIP. SEGURADOS - SERVICOS HOSPITALARES;;1;SERVICOS DE ATENDIMENTO A SAUDE;;99;OUTROS SERVICOS DE ATENDIMENTO A SAUDE;;0;OUTROS SERVICOS DE ATENDIMENTO A SAUDE;;0;0;9800347,98
10/2025;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;1631.99.0.1.05.002;6;RECEITA DE SERVICOS;;1;RECEITAS CORRENTES;3;SERVICOS E ATIVIDADES REFERENTES A SAUDE;;1;OUTROS SERV. ATEND. SAUDE - PRINCIPAL;;5;OUTROS SERV. ATEND. SAUDE - PRINC. - COPARTICIPACAO DOS SEGURADOS;;2;OUTROS SERV. ATEND. SAUDE - PRINC. - COPARTICIP. SEGURADOS - SERVICOS ODONTOLOGICOS;;1;SERVICOS DE ATENDIMENTO A SAUDE;;99;OUTROS SERVICOS DE ATENDIMENTO A SAUDE;;0;OUTROS SERVICOS DE ATENDIMENTO A SAUDE;;0;0;1488322,54
10/2025;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;1922.99.0.1.99.000;9;OUTRAS RECEITAS CORRENTES;;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;;1;OUTRAS RESTITUICOES - PRINCIPAL;;99;OUTRAS RESTITUICOES - PRINC. - DEMAIS;;0;OUTRAS RESTITUICOES - PRINC. - DEMAIS;;2;RESTITUICOES;;99;OUTRAS RESTITUICOES;;0;OUTRAS RESTITUICOES;;0;0;90659,09
10/2025;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;1999.99.2.1.99.000;9;OUTRAS RECEITAS CORRENTES;;1;RECEITAS CORRENTES;9;DEMAIS RECEITAS CORRENTES;;1;OUTRAS REC. - PRIMARIAS - PRINCIPAL;;99;OUTRAS REC. - PRIMARIAS - PRINC. - DEMAIS;;0;OUTRAS REC. - PRIMARIAS - PRINC. - DEMAIS;;9;OUTRAS RECEITAS CORRENTES;;99;OUTRAS RECEITAS;;2;OUTRAS RECEITAS NAO ARRECADADAS E NAO PROJETADAS PELA RFB - PRIMARIAS;;0;0;351268,44
10/2025;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;7219.99.1.1.03.053;2;REC. INTRA. - CONTRIBUICOES;;7;RECEITA INTRAORCAMENTARIA;1;REC. INTRA. - CONTRIBUICOES SOCIAIS;;1;REC. INTRA. - DEMAIS CONTRIB. SOC. - PRINCIPAL;;3;REC. INTRA. - DEMAIS CONTRIB. SOC. - PRINC. - INSTITUTO DE PREVIDENCIA DO SERVIDOR MILITAR - IPSM;;53;REC. INTRA. - DEMAIS CONTRIB. SOC. - PRINC. - IPSM - CONTRIB. PATRONAL MILITAR PARA A SAUDE - ATIVO;;9;REC. INTRA. - OUTRAS CONTRIBUICOES SOCIAIS;;99;REC. INTRA. - DEMAIS CONTRIBUICOES SOCIAIS;;1;REC. INTRA. - DEMAIS CONTRIBUICOES SOCIAIS NAO ARRECADADAS E NAO PROJETADAS PELA RFB;;0;0;15339398,88
10/2025;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;7219.99.1.1.03.054;2;REC. INTRA. - CONTRIBUICOES;;7;RECEITA INTRAORCAMENTARIA;1;REC. INTRA. - CONTRIBUICOES SOCIAIS;;1;REC. INTRA. - DEMAIS CONTRIB. SOC. - PRINCIPAL;;3;REC. INTRA. - DEMAIS CONTRIB. SOC. - PRINC. - INSTITUTO DE PREVIDENCIA DO SERVIDOR MILITAR - IPSM;;54;REC. INTRA. - DEMAIS CONTRIB. SOC. - PRINC. - IPSM - CONTRIB. PATRONAL MILITAR PARA A SAUDE - INATIVO;;9;REC. INTRA. - OUTRAS CONTRIBUICOES SOCIAIS;;99;REC. INTRA. - DEMAIS CONTRIBUICOES SOCIAIS;;1;REC. INTRA. - DEMAIS CONTRIBUICOES SOCIAIS NAO ARRECADADAS E NAO PROJETADAS PELA RFB;;0;0;22160739,31
10/2025;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;7219.99.1.1.03.055;2;REC. INTRA. - CONTRIBUICOES;;7;RECEITA INTRAORCAMENTARIA;1;REC. INTRA. - CONTRIBUICOES SOCIAIS;;1;REC. INTRA. - DEMAIS CONTRIB. SOC. - PRINCIPAL;;3;REC. INTRA. - DEMAIS CONTRIB. SOC. - PRINC. - INSTITUTO DE PREVIDENCIA DO SERVIDOR MILITAR - IPSM;;55;REC. INTRA. - DEMAIS CONTRIB. SOC. - PRINC. - IPSM - CONTRIB. PATRONAL MILITAR PARA A PREVIDENCIA - ATIVO;;9;REC. INTRA. - OUTRAS CONTRIBUICOES SOCIAIS;;99;REC. INTRA. - DEMAIS CONTRIBUICOES SOCIAIS;;1;REC. INTRA. - DEMAIS CONTRIBUICOES SOCIAIS NAO ARRECADADAS E NAO PROJETADAS PELA RFB;;0;0;54380940,22
10/2025;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;7219.99.1.1.03.056;2;REC. INTRA. - CONTRIBUICOES;;7;RECEITA INTRAORCAMENTARIA;1;REC. INTRA. - CONTRIBUICOES SOCIAIS;;1;REC. INTRA. - DEMAIS CONTRIB. SOC. - PRINCIPAL;;3;REC. INTRA. - DEMAIS CONTRIB. SOC. - PRINC. - INSTITUTO DE PREVIDENCIA DO SERVIDOR MILITAR - IPSM;;56;REC. INTRA. - DEMAIS CONTRIB. SOC. - PRINC. - IPSM - CONTRIB. PATRONAL MILITAR PARA A PREVIDENCIA - INATIVO;;9;REC. INTRA. - OUTRAS CONTRIBUICOES SOCIAIS;;99;REC. INTRA. - DEMAIS CONTRIBUICOES SOCIAIS;;1;REC. INTRA. - DEMAIS CONTRIBUICOES SOCIAIS NAO ARRECADADAS E NAO PROJETADAS PELA RFB;;0;0;78569893,9
10/2025;2151;FUNDACAO HELENA ANTIPOFF;1411.01.0.1.01.000;4;RECEITA AGROPECUARIA;;1;RECEITAS CORRENTES;1;RECEITA AGROPECUARIA;;1;REC. AGROPECUARIA - PRINCIPAL;;1;REC. AGROPECUARIA - PRINC. - PRODUCAO VEGETAL;;0;REC. AGROPECUARIA - PRINC. - PRODUCAO VEGETAL;;1;RECEITA AGROPECUARIA;;1;RECEITA AGROPECUARIA;;0;RECEITA AGROPECUARIA;;0;0;500,0
10/2025;2151;FUNDACAO HELENA ANTIPOFF;1611.01.0.1.99.001;6;RECEITA DE SERVICOS;;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;1;SERVICOS ADM. COMERC. GER. - PRINCIPAL;;99;SERVICOS ADM. COMERC. GER. - PRINC. - DEMAIS;;1;SERVICOS ADM. COMERC. GER. - PRINC. - DEMAIS - SERVICOS ADMINISTRATIVOS;;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;0;0;22333,91
10/2025;2151;FUNDACAO HELENA ANTIPOFF;1921.99.0.1.99.000;9;OUTRAS RECEITAS CORRENTES;;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;;1;OUTRAS INDENIZACOES - PRINCIPAL;;99;OUTRAS INDENIZACOES - PRINC. - DEMAIS;;0;OUTRAS INDENIZACOES - PRINC. - DEMAIS;;1;INDENIZACOES;;99;OUTRAS INDENIZACOES;;0;OUTRAS INDENIZACOES;;0;0;18244,99
10/2025;2171;FUNDACAO DE ARTE DE OURO PRETO;1699.99.0.1.01.000;6;RECEITA DE SERVICOS;;1;RECEITAS CORRENTES;9;OUTROS SERVICOS;;1;OUTROS SERVICOS - PRINCIPAL;;1;OUTROS SERVICOS - PRINC.;;0;OUTROS SERVICOS - PRINC.;;9;OUTROS SERVICOS;;99;OUTROS SERVICOS;;0;OUTROS SERVICOS;;0;0;30258,74
10/2025;2181;FUNDACAO CLOVIS SALGADO;1311.01.1.1.01.000;3;RECEITA PATRIMONIAL;;1;RECEITAS CORRENTES;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;;1;ALUGUEIS ARRENDAMENTOS - PRINCIPAL;;1;ALUGUEIS ARRENDAMENTOS - PRINC. - ALUGUEIS;;0;ALUGUEIS ARRENDAMENTOS - PRINC. - ALUGUEIS;;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;;1;ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO;;1;ALUGUEIS E ARRENDAMENTOS;;0;0;260657,59
10/2025;2181;FUNDACAO CLOVIS SALGADO;1611.01.0.1.27.000;6;RECEITA DE SERVICOS;;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;1;SERVICOS ADM. COMERC. GER. - PRINCIPAL;;27;SERVICOS ADM. COMERC. GER. - PRINC. - RECREATIVOS E CULTURAIS;;0;SERVICOS ADM. COMERC. GER. - PRINC. - RECREATIVOS E CULTURAIS;;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;0;0;33439,91
10/2025;2181;FUNDACAO CLOVIS SALGADO;1921.99.0.1.99.000;9;OUTRAS RECEITAS CORRENTES;;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;;1;OUTRAS INDENIZACOES - PRINCIPAL;;99;OUTRAS INDENIZACOES - PRINC. - DEMAIS;;0;OUTRAS INDENIZACOES - PRINC. - DEMAIS;;1;INDENIZACOES;;99;OUTRAS INDENIZACOES;;0;OUTRAS INDENIZACOES;;0;0;11549,06
10/2025;2201;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;;1;JUROS E CORRECOES MONETARIAS;;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;0;0;88563,11
10/2025;2201;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;1699.99.0.1.01.000;6;RECEITA DE SERVICOS;;1;RECEITAS CORRENTES;9;OUTROS SERVICOS;;1;OUTROS SERVICOS - PRINCIPAL;;1;OUTROS SERVICOS - PRINC.;;0;OUTROS SERVICOS - PRINC.;;9;OUTROS SERVICOS;;99;OUTROS SERVICOS;;0;OUTROS SERVICOS;;0;0;1131,6
10/2025;2211;FUNDACAO TV MINAS CULTURAL E EDUCATIVA;1311.01.1.1.01.000;3;RECEITA PATRIMONIAL;;1;RECEITAS CORRENTES;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;;1;ALUGUEIS ARRENDAMENTOS - PRINCIPAL;;1;ALUGUEIS ARRENDAMENTOS - PRINC. - ALUGUEIS;;0;ALUGUEIS ARRENDAMENTOS - PRINC. - ALUGUEIS;;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;;1;ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO;;1;ALUGUEIS E ARRENDAMENTOS;;0;0;214834,19
10/2025;2211;FUNDACAO TV MINAS CULTURAL E EDUCATIVA;1611.01.0.1.07.000;6;RECEITA DE SERVICOS;;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;1;SERVICOS ADM. COMERC. GER. - PRINCIPAL;;7;SERVICOS ADM. COMERC. GER. - PRINC. - COMUNICACAO;;0;SERVICOS ADM. COMERC. GER. - PRINC. - COMUNICACAO;;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;0;0;7942,76
10/2025;2241;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;1121.04.0.1.04.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;;1;RECEITAS CORRENTES;2;TAXAS;;1;TX. CONTR. FISC. AMBIENT. - PRINCIPAL;;4;TX. CONTR. FISC. AMBIENT. - PRINC. - TAXA DE REGULARIZACAO AMBIENTAL;;0;TX. CONTR. FISC. AMBIENT. - PRINC. - TAXA DE REGULARIZACAO AMBIENTAL;;1;TAXAS PELO EXERCICIO DO PODER DE POLICIA;;4;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;0;7930466,23
10/2025;2241;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;1121.04.0.1.09.000;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;;1;RECEITAS CORRENTES;2;TAXAS;;1;TX. CONTR. FISC. AMBIENT. - PRINCIPAL;;9;TX. CONTR. FISC. AMBIENT. - PRINC. - TAXA DE REPROGRAFIA, CERTIDOES E JULGAMENTO DE CONTENCIOSO;;0;TX. CONTR. FISC. AMBIENT. - PRINC. - TAXA DE REPROGRAFIA, CERTIDOES E JULGAMENTO DE CONTENCIOSO;;1;TAXAS PELO EXERCICIO DO PODER DE POLICIA;;4;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;0;789,83
10/2025;2241;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;;1;JUROS E CORRECOES MONETARIAS;;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;0;0;75678,88
10/2025;2241;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;1345.01.0.1.01.000;3;RECEITA PATRIMONIAL;;1;RECEITAS CORRENTES;4;EXPLORACAO DE RECURSOS NATURAIS;;1;OUTORGA DIR. USO RECURSOS HIDRICOS - PRINCIPAL;;1;OUTORGA DIR. USO RECURSOS HIDRICOS - PRINC.;;0;OUTORGA DIR. USO RECURSOS HIDRICOS - PRINC.;;5;EXPLORACAO DE RECURSOS HIDRICOS;;1;OUTORGA DE DIREITOS DE USO DE RECURSOS HIDRICOS;;0;OUTORGA DE DIREITOS DE USO DE RECURSOS HIDRICOS;;0;0;25608498,51
10/2025;2241;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;1345.01.0.3.01.000;3;RECEITA PATRIMONIAL;;1;RECEITAS CORRENTES;4;EXPLORACAO DE RECURSOS NATURAIS;;3;OUTORGA DIR. USO RECURSOS HIDRICOS - DIVIDA ATIVA;;1;OUTORGA DIR. USO RECURSOS HIDRICOS - DA;;0;OUTORGA DIR. USO RECURSOS HIDRICOS - DA;;5;EXPLORACAO DE RECURSOS HIDRICOS;;1;OUTORGA DE DIREITOS DE USO DE RECURSOS HIDRICOS;;0;OUTORGA DE DIREITOS DE USO DE RECURSOS HIDRICOS;;0;0;64011,05
10/2025;2241;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;1699.99.0.3.01.000;6;RECEITA DE SERVICOS;;1;RECEITAS CORRENTES;9;OUTROS SERVICOS;;3;OUTROS SERVICOS - DIVIDA ATIVA;;1;OUTROS SERVICOS - DA;;0;OUTROS SERVICOS - DA;;9;OUTROS SERVICOS;;99;OUTROS SERVICOS;;0;OUTROS SERVICOS;;0;0;18269,79
10/2025;2241;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;1911.06.1.1.01.000;9;OUTRAS RECEITAS CORRENTES;;1;RECEITAS CORRENTES;1;MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS;;1;MULTAS ADM. DANOS AMBIENTAIS - PRINCIPAL;;1;MULTAS ADM. DANOS AMBIENTAIS - PRINC.;;0;MULTAS ADM. DANOS AMBIENTAIS - PRINC.;;1;MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS;;6;MULTAS POR DANOS AMBIENTAIS;;1;MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS;;0;0;6765,99
10/2025;2241;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;1922.99.0.1.99.000;9;OUTRAS RECEITAS CORRENTES;;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;;1;OUTRAS RESTITUICOES - PRINCIPAL;;99;OUTRAS RESTITUICOES - PRINC. - DEMAIS;;0;OUTRAS RESTITUICOES - PRINC. - DEMAIS;;2;RESTITUICOES;;99;OUTRAS RESTITUICOES;;0;OUTRAS RESTITUICOES;;0;0;1040,0
10/2025;2251;JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS;1611.03.0.1.06.000;6;RECEITA DE SERVICOS;;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;1;SERVICOS REG. CERTIF. FISCALIZ. - PRINCIPAL;;6;SERVICOS REG. CERTIF. FISCALIZ. - PRINC. - REGISTRO DO COMERCIO;;0;SERVICOS REG. CERTIF. FISCALIZ. - PRINC. - REGISTRO DO COMERCIO;;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;3;SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO;;0;SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO;;0;0;9147120,53
10/2025;2251;JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS;1922.99.0.1.99.000;9;OUTRAS RECEITAS CORRENTES;;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;;1;OUTRAS RESTITUICOES - PRINCIPAL;;99;OUTRAS RESTITUICOES - PRINC. - DEMAIS;;0;OUTRAS RESTITUICOES - PRINC. - DEMAIS;;2;RESTITUICOES;;99;OUTRAS RESTITUICOES;;0;OUTRAS RESTITUICOES;;0;0;826,7
10/2025;2261;FUNDACAO EZEQUIEL DIAS;1311.01.1.1.01.000;3;RECEITA PATRIMONIAL;;1;RECEITAS CORRENTES;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;;1;ALUGUEIS ARRENDAMENTOS - PRINCIPAL;;1;ALUGUEIS ARRENDAMENTOS - PRINC. - ALUGUEIS;;0;ALUGUEIS ARRENDAMENTOS - PRINC. - ALUGUEIS;;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;;1;ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO;;1;ALUGUEIS E ARRENDAMENTOS;;0;0;1663,12
10/2025;2261;FUNDACAO EZEQUIEL DIAS;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;;1;JUROS E CORRECOES MONETARIAS;;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;0;0;2791,53
10/2025;2261;FUNDACAO EZEQUIEL DIAS;1511.01.0.1.01.003;5;RECEITA INDUSTRIAL;;1;RECEITAS CORRENTES;1;RECEITA INDUSTRIAL;;1;REC. INDUSTRIAL - PRINCIPAL;;1;REC. INDUSTRIAL - PRINC. - INDUSTRIA DE TRANSFORMACAO;;3;REC. INDUSTRIAL - PRINC. - INDUSTRIA TRANSFORMACAO - INDUSTRIA DE PRODUTOS FARMACEUTICOS E VETERINARIOS;;1;RECEITA INDUSTRIAL;;1;RECEITA INDUSTRIAL;;0;RECEITA INDUSTRIAL;;0;0;2658377,1
10/2025;2261;FUNDACAO EZEQUIEL DIAS;1922.99.0.1.01.000;9;OUTRAS RECEITAS CORRENTES;;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;;1;OUTRAS RESTITUICOES - PRINCIPAL;;1;OUTRAS RESTITUICOES - PRINC. - RECURSOS ORIGINARIOS DO FUNDO ESTADUAL DE SAUDE - FES;;0;OUTRAS RESTITUICOES - PRINC. - RECURSOS ORIGINARIOS DO FUNDO ESTADUAL DE SAUDE - FES;;2;RESTITUICOES;;99;OUTRAS RESTITUICOES;;0;OUTRAS RESTITUICOES;;0;0;107731,13
10/2025;2261;FUNDACAO EZEQUIEL DIAS;7631.52.0.1.01.000;6;REC. INTRA. - RECEITA DE SERVICOS;;7;RECEITA INTRAORCAMENTARIA;3;REC. INTRA. - SERVICOS E ATIVIDADES REFERENTES A SAUDE;;1;REC. INTRA. - SERVICOS RADIOLOGICOS LABORATORIAIS - PRINCIPAL;;1;REC. INTRA. - SERVICOS RADIOLOGICOS LABORATORIAIS - PRINC.;;0;REC. INTRA. - SERVICOS RADIOLOGICOS LABORATORIAIS - PRINC.;;1;REC. INTRA. - SERVICOS DE ATENDIMENTO A SAUDE;;52;REC. INTRA. - SERVICOS RADIOLOGICOS E LABORATORIAIS;;0;REC. INTRA. - SERVICOS RADIOLOGICOS E LABORATORIAIS;;0;0;179797,65
10/2025;2261;FUNDACAO EZEQUIEL DIAS;7729.99.0.1.25.000;7;REC. INTRA. - TRANSFERENCIAS CORRENTES;;7;RECEITA INTRAORCAMENTARIA;2;REC. INTRA. - TRANSFERENCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES;;1;REC. INTRA. - OUTRAS TRANSF. ESTADOS DF - PRINCIPAL;;25;REC. INTRA. - OUTRAS TRANSF. ESTADOS DF - PRINC. - REPASSE DO FUNDO ESTADUAL DE SAUDE - FES - LC FEDERAL NO 141/12;;0;REC. INTRA. - OUTRAS TRANSF. ESTADOS DF - PRINC. - REPASSE DO FUNDO ESTADUAL DE SAUDE - FES - LC FEDERAL NO 141/12;;9;REC. INTRA. - OUTRAS TRANSFERENCIAS DOS ESTADOS E DISTRITO FEDERAL;;99;REC. INTRA. - OUTRAS TRANSFERENCIAS DOS ESTADOS E DF;;0;REC. INTRA. - OUTRAS TRANSFERENCIAS DOS ESTADOS E DF;;0;0;108749575,63
10/2025;2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;;1;JUROS E CORRECOES MONETARIAS;;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;0;0;418136,61
10/2025;2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;1631.50.0.1.01.000;6;RECEITA DE SERVICOS;;1;RECEITAS CORRENTES;3;SERVICOS E ATIVIDADES REFERENTES A SAUDE;;1;SERVICOS HOSPITALARES - PRINCIPAL;;1;SERVICOS HOSPITALARES - PRINC.;;0;SERVICOS HOSPITALARES - PRINC.;;1;SERVICOS DE ATENDIMENTO A SAUDE;;50;SERVICOS HOSPITALARES;;0;SERVICOS HOSPITALARES;;0;0;21236400,79
10/2025;2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;1732.50.0.1.01.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;3;TRANSFERENCIAS DOS MUNICIPIOS E DE SUAS ENTIDADES;;1;TRANSF. CONVENIOS MUNICIPIOS - SUS-SAUDE - PRINCIPAL;;1;SUS-SAUDE - DIVERSOS MUNICIPIOS;;0;SUS-SAUDE - DIVERSOS MUNICIPIOS;;2;TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS E DE SUAS ENTIDADES;;50;TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS PARA O SISTEMA UNICO DE SAUDE - SUS;;0;TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS PARA O SISTEMA UNICO DE SAUDE - SUS;;0;0;7753302,28
